Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,sex_or_flower_type,breeding_system,autonomous_selfing_level (none/low/medium/high),compatibility,compatibility_genus,info_level,asexual_reproduction,asexual_reproduction_type,agamospermy/apomixis (yes/no/some_populations),parasitic (yes/no),flower_colour ,flower_morphology,flower_pollinator_morphology,flower_symmetry,corolla_diameter_mean_mm,corolla_diameter_min_mm,corolla_diameter_max_mm,corolla_length_mean_mm,corolla_length_min_mm,corolla_length_max_mm,tube_length_mm,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,references,reference_journal,doi,doi,doi,doi,doi,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_min,pollen_flower_max,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,pollen_ovule_ratio_sd,ovules_mean,ovules_sd,ovules_n,stamen_mean,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um ,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references,reference_journal,doi,doi,doi,doi,doi,
Asterales,Asteraceae,Centaurea,Centaurea jacea,NA,Centaurea jacea,bisexual,hermaphrodite,none,self_incompatible,NA,capitulum,yes,stolons and rhizomes,no,no,purple,disk,disk,actinomorphic,45,NA,NA,16.5,NA,NA,NA,herb,perennial,0.1,0.8,0.45,"albrecht 2009; lundgren, azaro & totland;  mohlenbrock 2017; NA","journal: plos one; journal: journal of pollination ecology; book: fowering plants: asteraceae, part 3; online: http://botphoto.com",https://doi.org/10.1371/journal.pone.0006751,ÿhttps://doi.org/10.26786/1920-7603(2013)5ÿ,ISBN: 9780809336050,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Centaurea,Centaurea jacea,NA,Centaurea jacea,bisexual,hermaphrodite,none,self_incompatible,NA,disc_floret,yes,stolons and rhizomes,no,no,purple,tubular,tubular,actinomorphic,1,NA,NA,16.5,15,18,16.5,herb,perennial,0.1,0.8,0.45,"albrecht 2009; lundgren, azaro & totland;  mohlenbrock 2017; NA","journal: plos one; journal: journal of pollination ecology; book: fowering plants: asteraceae, part 3; online: http://botphoto.com",https://doi.org/10.1371/journal.pone.0006751,ÿhttps://doi.org/10.26786/1920-7603(2013)5ÿ,ISBN: 9780809336050,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Centaurea,Centaurea jacea,NA,Centaurea jacea,bisexual,hermaphrodite,none,self_incompatible,NA,ray_floret,yes,stolons and rhizomes,no,no,purple,exposed,exposed,zygomorphic,2,NA,NA,20,NA,NA,NA,herb,perennial,0.1,0.8,0.45,"albrecht 2009; lundgren, azaro & totland;  mohlenbrock 2017; NA","journal: plos one; journal: journal of pollination ecology; book: fowering plants: asteraceae, part 3; online: http://botphoto.com",https://doi.org/10.1371/journal.pone.0006751,ÿhttps://doi.org/10.26786/1920-7603(2013)5ÿ,ISBN: 9780809336050,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Cenostigma,Cenostigma pyramidale,,Caesalpinia pyramidalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Celmisia,Celmisiaÿverbascifolia,,Celmisia petiolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Celmisiaÿ,Celmisiaÿspectabilis,,Celmisia spectabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Celmisia ,Celmisia sessiliflora,,Celmisia sessiliflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Celmisia,Celmisiaÿlyalliiÿ,,Celmisia lyalii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Celmisia,Celmisia laricifolia,,Celmisia laricifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Celmisia,Celmisia gracilenta,,Celmisia gracilenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Celmisia ,Celmisia discolor,,Celmisia discolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Celmisia,Celmisiaÿcoriacea,,Celmisia coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Celmisia,Celmisiaÿasteliifolia,,Celmisia longifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Celmisia,Celmisia armstrongii,,Celmisia armstrongii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celastrales,Celastraceae,Celastrus,Celastrus scandens,NA,Celastrus scandens,bisexual,hermaphrodite,NA,NA,NA,flower,yes,root suckering,NA,,white greenish,bowl,bowl,actinomorphic,6,NA,NA,2.1,NA,NA,NA,vine,perennial,NA,9,4.5,NA; NA,online: https://www.illinoiswildflowers.info; online: http://citeseerx.ist.psu.edu,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Cedronella,Cedronella canariensis,,Cedronella canariensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Urticaceae,Cecropia,Cecropia pachystachya,,Cecropia pachystachya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boraginales,Heliotropiaceae,Ceballosia,Ceballosia fruticosa,,Ceballosia fruticosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rhamnaceae,Ceanothus,Ceanothus americanus,NA,Ceanothus americanus,bisexual,hermaphrodite,none,self_incompatible,NA,flower,NA,NA,no,,white,disk,disk,actinomorphic,7.5,6,9,1.6,NA,NA,NA,shrub,perennial,NA,1,0.5,NA; lenz 1954,online: http://www.missouriplants.com; journal: a journal of systematic and evolutionary botany,NA,ÿhttps://doi.org/10.5642/aliso.19540301.05ÿ,,,,,,,,,,,,,,,,,,,,,,0.2,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitales,Vitaceae,Causonis,Causonis japonica,,Cayratia japonica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Berberidaceae,Caulophyllum,Caulophyllumÿthalictroides,NA,Caulophyllum thalictroides,bisexual,hermaphrodite,low,self_compatible,NA,flower,yes,rhizomes,no,no,yellow,disk,disk,actinomorphic,10,NA,NA,1.5,NA,NA,NA,herb,perennial,NA,0.6,0.3,hannan & prucher 1996; NA,journal: the american midland naturalist; online: http://www.missouriplants.com,ÿhttps://doi.org/10.2307/2426731ÿ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianales,Apocynaceae,Catharanthus,Catharanthus roseus,,Catharanthus roseus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,Orchidaceae,Catasetum,Catasetum discolor,,Catasetum discolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Orobanchaceae,Castilleja,Castilleja sulphurea,,castilleja sulphurea,,,,,,,,,,yes,,,,,,,,,,,,,,,,,"arslanian, harris & stermitz 1990",journal: the journal of organic chemestry,https://doi.org/10.1021/jo00291a019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Orobanchaceae,Castilleja,Castilleja coccinea,NA,Castilleja coccinea,bisexual,hermaphrodite,high,self_compatible,NA,flower,NA,NA,NA,yes, red greenish,tube,tube,zygomorphic,6,NA,NA,21,17,25,21,herb,annual,0.12,0.5,0.31,"nesom & egger 2014; kim et al., 2019",journal: phytoneuron; journal: plosone,NA,https://doi.org/10.1371/journal.pone.0209176,,,,,,,,,,,,,,,,,,,,,,25,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Orobanchaceae,Castilleia,Castilleia miniata,,Castilleia miniata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindales,Simaroubaceae,Castela,Castela galapageia,NA,Castela galapageia,separated,dioecious,none,dioecious,NA,flower,NA,NA,NA,,red,disk,disk,actinomorphic,10,NA,NA,4,NA,NA,NA,shrub,perennial,1,5,2.5,wiggins & porter ,book: flowering plants of the galapagos,NA,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,galapagos,ecuador,wiggins & porter ,book: flowering plants of the galapagos,NA,,,,,
Sapindales,Simaroubaceae,Castela,Castela coccinea,NA,Castela coccinea,bisexual,hermaphrodite,none,self_incompatible,NA,flower,NA,NA,NA,,pink,bowl,bowl,actinomorphic,0.5,NA,NA,0.5,NA,NA,NA,shrub,perennial,2,7,4.5,zapata & arroyo 1978; NA,journal: biotropica; online: http://hasbrouck.asu.edu (picture),10.2307/2387907,NA,,,,,,,,,,,,,,,,,,,6,4,8,1.5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fagales,Fagaceae,Castanopsis,Castanopsis sieboldii,NA,Castanopsis sieboldii,separated,monoecious,low,self_compatible,NA,flower,NA,NA,NA,,yellow,brush,brush,actinomorphic,5,NA,NA,3,NA,NA,NA,tree,perennial,15,25,20,"nakanishi et al., 2012; NA",journal: journal of heredity; online: efloras.org,https://doi.org/10.1093/jhered/ess026,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catkin,,100,NA,,,,,,,,,,,,,,,,yes,NA,,,yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nakanishi et al., 2012; NA",journal of heredity; online: efloras.org,https://doi.org/10.1093/jhered/ess026,NA,,,,
Fagales,Fagaceae,Castanea,Castanea crenata,,Castanea crenata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Cassiope,Cassiope tetragona,NA,Cassiope tetragona,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,white,campanulate,campanulate,actinomorphic,7,NA,NA,7,NA,NA,NA,shrub,perennial,0.05,0.1,0.75,NA,online: http://svalbardflora.no,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,online: http://svalbardflora.no,NA,,,,,
Malpighiales,Salicaceae,Casearia,Casearia decandra,,Casearia decandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Salicaceae,Casearia,Caseariaÿcoriacea,,Casearia coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apiales,Apiaceae,Carum,Carum carvi,,Carum carvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Carpesium,Carpesium divaricatum,,Carpesium divaricatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Carmichaeliaÿ,Carmichaeliaÿangustata,,Carmichaelia angusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Carlina,Carlina vulgaris,,Carlina vulgaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Carlina,Carlina acaulis,,Carlina acaulis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Caricaceae,Carica,Carica papaya,,Carica papaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poales,Cyperaceae,Carex,Carex curvicollis,NA,Carex curvicollis,separated,monoecious,NA,NA,NA,flower,NA,NA,NA,,green,brush,brush,zygomorphic,1.5,NA,NA,6,NA,NA,NA,herb,perennial,0.2,0.4,0.3,"NA; inoue et al., 1990",online: http://plantnet.rbgsyd.nsw.gov.au,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Carduus,Carduus tenuiflorus,,Carduus tenuiflorus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Carduus,Carduus pycnocephalus,,Carduus pycnocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Carduus,Carduus defloratus,,Carduus defloratus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Carduus,Carduus crispus,,Carduus crispus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malvales,Sapindaceae,Cardiospermum,Cardiospermum galapageium,NA,Cardiospermum galapageium,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,no,white,complex,complex,zygomorphic,8,5,11,5,NA,NA,NA,vine,perennial,3,4,3.5,"wiggins,porter & anderson 1971",book: flora of the galapagos islands,ISBN: 0804707324,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,galapagos,ecuador,,,,,,,,
Sapindales,Sapindaceae,Cardiospermum,Cardiospermum corindum,,Cardiospermum corindum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornales,Hydrangeaceae,Cardiandra,Cardiandra alternifolia,NA,Cardiandra alternifolia,bisexual,hermaphrodite,NA,NA,NA,fertile_flower,NA,NA,NA,,pink,disk,disk,actinomorphic,1.75,1.5,2,NA,NA,NA,NA,shrub,perennial,0.3,1,0.65,NA,book: flora of china: flora of china 8: 406_407. 2001. ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Cardamine,Cardamine tanakae,NA,Cardamine tanakae,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,white,campanulate,campanulate,actinomorphic,6,NA,NA,6,6,7,NA,herb,biennial,0.1,0.2,0.15,NA,online: http://www.takao599museum.jp,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Cardamine,Cardamine scutata,NA,Cardamine regeliana,bisexual,hermaphrodite,high,self_compatible,NA,flower,yes,roots,NA,,white,tube,tube,actinomorphic,4,3,5,2,NA,NA,NA,herb,annual,0.05,0.7,0.375,NA; kimata 1983,"online: efloras.org; journal: the botanical magazine, tokyo",NA,https://doi.org/10.1007/bf02488175ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Cardamine,Cardamine pratensis,,Cardamine pratensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Cardamine,Cardamine lyrata,,Cardamine tyrata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Cardamine,Cardamine enneaphyllos,,Cardamine enneaphyllos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Cardamine,Cardamine concatenata,NA,Dentaria laciniata,bisexual,hermaphrodite,NA,NA,NA,flower,yes,rhizomes,NA,,white,tube,tube,actinomorphic,37.5,NA,NA,9,NA,NA,9,herb,perennial,NA,0.4,0.2,NA; braun 1957,online: http://www.missouriplants.com; journal: rhodora,NA,NA,,,,,,,,,,,,,,,,,,,,,,6.5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Cardamine,Cardamine bulbosa,NA,Cardamine bulbosa,bisexual,hermaphrodite,NA,self_compatible,NA,flower,no,NA,NA,,white,tube,tube,actinomorphic,15,NA,NA,10,NA,NA,2,herb,perennial,NA,0.6,0.3,"NA; les 2017; kreiner, kron & husband 2017","online: https://gobotany.newenglandwild.org; book: aquatic dicotyledons of north america: ecology, life history, and systematics; journal: new phytologist",NA,ISBN: 1351644408,https://doi.org/10.1111/nph.14423,,,,,,,,,,,,,,,,,,,,,3.5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Cardamine,Cardamineÿangustata,,Cardamine angustata angustata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanales,Solanaceae,Capsicum,Capsicum frutescens,,Capsicum frutescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
