Species_geonet,Unique_id,Locality,Latitude,Longitude,Order_all,Family_all,Genus_all,Species_all,Subspecies,Sex_or_flower_type,Breeding_system,Autonomous_selfing_level,Autonomous_selfing_level_data_type,Autonomous_selfing_level_fruit_set,Autonomous_selfing_level_seed_set,autonomous_selfing_sample_size,Compatibility,Self_compatible_author,Self_compatible_reference,Self_compatible_doi,Compatibility_genus,Info_level,Asexual_reproduction,Asexual_reproduction_type,Agamospermy/apomixis (yes/no/some_populations),Flower_colour,Flower_morphology,Flower_symmetry,Corolla_diameter_mean,Corolla_diameter_min,Corolla_diameter_max,Corolla_length_mean,Corolla_length_min,Corolla_length_max,Tube_length,style_length_mm,style_length_min_mm,style_length_max_mm,style_length_max_sd,style_length_max_N,ovules_mean,ovules_min,ovules max,ovules_sd,ovules_n,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,References,Reference_info,DOI,doi__1,doi__2,doi__3,doi__4,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,style_length_max_sd,style_length_max_N,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mean_mm,inflorescence_width_min_mm,inflorescence_width_max_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_min,pollen_anther_max,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_min,pollen_flower_max,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,pollen_ovule_ratio_sd,ovules_mean,ovules_min,ovules max,ovules_sd,ovules_n,stamen_mean,stamen_min,stamen_max,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references__1,reference_journal__1,doi__5,doi__6,doi__7,doi__8,doi__9
Scabiosa stellata,bartomeus_2008_miq1op.csv,Spain,42.315336,3.296797,Dipsacales,Caprifoliaceae,Scabiosa,Scabiosa stellata,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,pink,tube,zygomorphic,2.4,NA,NA,9.1,8.5,9.7,9.1,14,13,15,NA,NA,2,,,NA,NA,,,,,,NA,online: https://www.floravascular.com/,NA,,,,,,,,,,,,,,,,,,,,,,,14,13,15,,,,,,,,,,,,cyme,NA,25,80,,,NA,,,,,,,,,,,,,2,,,NA,NA,,,,,,,,,,,,,,,,,,,3.6,,yes,,,,,,,,,,,,,berry,,10,10,52,49,55,42,40,44,1.23,,,,,,NA; gustafsson 1997,online: cabi.org; grana,NA,https://doi.org/10.1080/00173139709362608,,,
Helianthemum guttatum,bartomeus_2008_sel1op.csv,Spain,42.315336,3.296797,Malvales,Cistaceae,Tuberaria,Tuberaria guttata,NA,bisexual,hermaphrodite,high,quantitative,90,NA,NA,self_compatible,herrera 1992,journal: plant systematics and evolution,https://doi.org/10.1007/BF00937600,NA,flower,no,no,no,yellow,disk,actinomorphic,11.5,8,15,3,NA,NA,NA,NA,NA,NA,NA,NA,60,50,70,NA,NA,,,,,,NA; NA; proctor 1960; herrera 2004,online: http://ucjeps.berkeley.edu/; online: https://bsbi.org/; journal: journal of ecology,NA,NA,10.2307/2257323,10.1023/B:VEGE.0000026340.53858.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helichrisum stoechas,bartomeus_2008_sel1op.csv,Spain,42.315336,3.296797,Asterales,Asteraceae,Helichrysum,Helichrysum stoechas,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capitulum,NA,NA,NA,yellow,capitulum,actinomorphic,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,online: https://www.floravascular.com/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helichrisum stoechas,bartomeus_2008_sel1op.csv,Spain,42.315336,3.296797,Asterales,Asteraceae,Helichrysum,Helichrysum stoechas,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,disc_floret,NA,NA,NA,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,online: https://www.floravascular.com/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helichrisum stoechas,bartomeus_2008_sel1op.csv,Spain,42.315336,3.296797,Asterales,Asteraceae,Helichrysum,Helichrysum stoechas,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ray_floret,NA,NA,NA,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,online: https://www.floravascular.com/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruta chalepensis,bartomeus_2008_sel1op.csv,Spain,42.315336,3.296797,Sapindales,Rutaceae,Ruta,Ruta chalepensis,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,self_compatible,NA,NA,NA,NA,flower,NA,NA,NA,yellow,disk,actinomorphic,10,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,11.5,8,15,NA,NA,herb,perennial,0.6,0.7,0.65,NA; ren & tang 2012; NA,online: efloraindia; journal: annals of botany; online: http://keralaplants.in/,NA,https://doi.org/10.1093/aob/mcs181,NA,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galactites tomentosa,batomeus_2008_med1ca.csv,Spain,42.315336,3.296797,Asterales,Asteraceae,Galactites,Galactites tomentosus,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capitulum,NA,NA,NA,purple,capitulum,actinomorphic,60,NA,NA,16.5,13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,online: https://floradegalicia.wordpress.com/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajuga reptans,beck_2006.csv,Denmark,56.066667,10.216667,Lamiales,Lamiaceae,Ajuga,Ajuga reptans,NA,separated & bisexual,gynodioecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,self_compatible,flower,yes,stolons,NA,blue,papilionaceous,zygomorphic,11.5,NA,NA,15.5,14,17,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,herb,perennial,0.1,0.6,0.35,"NA; NA; NA; hickey et al.,  1997",online: http://www.luontoportti.com; online: http://www.missouriplants.com *stolons*; journal: international journal of plant science *compatibility genus*; book: common families of flowering plants,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica sylvestris,beck_2006.csv,Denmark,56.066667,10.216667,Apiales,Apiaceae,Angelica,Angelica sylvestris,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,self_compatible,flower,yes,rhizomes,NA,white,disk,actinomorphic,4.5,4,5,0.5,NA,NA,NA,1.5,1,2,NA,NA,NA,NA,NA,NA,NA,herb,perennial,1.5,2,1.75,NA; niemirski & zych 2011; NA,online: http://www.luontoportti.com; journal: plant systematics and evolution; online: http://www.floranordica.org/,NA,https://doi.org/10.1007/s00606-011-0454-y,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthriscus sylvestris,beck_2006.csv,Denmark,56.066667,10.216667,Apiales,Apiaceae,Anthriscus,Anthriscus sylvestris,NA,separated & bisexual,andromonoecious,NA,NA,NA,NA,NA,self_compatible,NA,NA,NA,NA,flower,yes,shoots,NA,creamy_white,bowl,zygomorphic,4.5,3,6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.3,1.5,0.9,"darbyhire, hoeg & haverkort 1999; hoffmann 2005",journal: canadian journal of plant science; thesis: iodiversity and pollination: lowering plants and lower-visiting insects and agricultutal and semi-natural landscapes,https://doi.org/10.4141/P98-128,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea jacea,beck_2006.csv,Denmark,56.066667,10.216667,Asterales,Asteraceae,Centaurea,Centaurea jacea,NA,bisexual,hermaphrodite,low,quantitative,NA,3,NA,self_incompatible,"hardy etl al., 2001",journal: heredity, https://doi.org/10.1046/j.1365-2540.2001.00862.x ,NA,capitulum,yes,stolons and rhizomes,no,purple,disk,actinomorphic,45,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.1,0.8,0.45,"albrecht 2009; lundgren, azaro & totland;mohlenbrock 2017; NA","journal: plos one; journal: journal of pollination ecology; book: fowering plants: asteraceae, part 3; online: http://botphoto.com",https://doi.org/10.1371/journal.pone.0006751,https://doi.org/10.26786/1920-7603(2013)5,ISBN: 9780809336050,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea jacea,beck_2006.csv,Denmark,56.066667,10.216667,Asterales,Asteraceae,Centaurea,Centaurea jacea,NA,bisexual,hermaphrodite,low,quantitative,NA,3,NA,self_incompatible,"hardy etl al., 2001",journal: heredity, https://doi.org/10.1046/j.1365-2540.2001.00862.x ,NA,disc_floret,yes,stolons and rhizomes,no,purple,tubular,actinomorphic,1,NA,NA,16.5,15,18,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.1,0.8,0.45,"albrecht 2009; lundgren, azaro & totland;mohlenbrock 2017; NA","journal: plos one; journal: journal of pollination ecology; book: fowering plants: asteraceae, part 3; online: http://botphoto.com",https://doi.org/10.1371/journal.pone.0006751,https://doi.org/10.26786/1920-7603(2013)5,ISBN: 9780809336050,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea jacea,beck_2006.csv,Denmark,56.066667,10.216667,Asterales,Asteraceae,Centaurea,Centaurea jacea,NA,bisexual,hermaphrodite,low,quantitative,NA,3,NA,self_incompatible,"hardy etl al., 2001",journal: heredity, https://doi.org/10.1046/j.1365-2540.2001.00862.x ,NA,ray_floret,yes,stolons and rhizomes,no,purple,exposed,zygomorphic,2,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.1,0.8,0.45,"albrecht 2009; lundgren, azaro & totland;mohlenbrock 2017; NA","journal: plos one; journal: journal of pollination ecology; book: fowering plants: asteraceae, part 3; online: http://botphoto.com",https://doi.org/10.1371/journal.pone.0006751,https://doi.org/10.26786/1920-7603(2013)5,ISBN: 9780809336050,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerastium fontanum,beck_2006.csv,Denmark,56.066667,10.216667,Caryophyllales,Caryophyllaceae,Cerastium,Cerastium fontanum,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,yes,rhizomes,NA,white,bowl,actinomorphic,7.5,5,10,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.06,0.35,0.2,NA; NA,online: http://ucjeps.berkeley.edu; online: https://plantevaernonline.dlbr.dk,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirsium oleraceum,beck_2006.csv,Denmark,56.066667,10.216667,Asterales,Asteraceae,Cirsium,Cirsium oleraceum,NA,separated & bisexual,gynodioecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ray_floret,yes,rhizomes,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.4,1.2,0.8,"charlesworth 1981; talavera & valdes 1976; bell et al., 2012",journal: heredity; journal: lagascalia; book: darwins biological work: some aspects reconsidered,https://doi.org/10.1038/hdy.1981.3,NA,ISBN: 1107697158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirsium oleraceum,beck_2006.csv,Denmark,56.066667,10.216667,Asterales,Asteraceae,Cirsium,Cirsium oleraceum,NA,separated & bisexual,gynodioecious,low,qualitative,NA,NA,NA,self_compatible,NA,NA,NA,NA,disc_floret,yes,rhizomes,NA,pale_yellow,campanulate,actinomorphic,0.5,NA,NA,25,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.4,1.2,0.8,"charlesworth 1981; talavera & valdes 1976; bell et al., 2012",journal: heredity; journal: lagascalia; book: darwins biological work: some aspects reconsidered,https://doi.org/10.1038/hdy.1981.3,NA,ISBN: 1107697158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirsium oleraceum,beck_2006.csv,Denmark,56.066667,10.216667,Asterales,Asteraceae,Cirsium,Cirsium oleraceum,NA,separated & bisexual,gynodioecious,low,qualitative,NA,NA,NA,self_compatible,NA,NA,NA,NA,capitulum,yes,rhizomes,NA,pale_yellow,campanulate,actinomorphic,40,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.4,1.2,0.8,"charlesworth 1981; talavera & valdes 1976; bell et al., 2012",journal: heredity; journal: lagascalia; book: darwins biological work: some aspects reconsidered,https://doi.org/10.1038/hdy.1981.3,NA,ISBN: 1107697158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirsium vulgare,beck_2006.csv,Denmark,56.066667,10.216667,Asterales,Asteraceae,Cirsium,Cirsium vulgare,NA,separated,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ray_floret,yes,rhizomes,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,biennial,0.3,2,1.15,klinkhamer & de jong 1993; michaux 1989; NA; NA,journal: journal of ecology; journal: new zealand journal of botany; online: http://www.missouriplants.com; online: https://www.oardc.ohio-state.edu,10.2307/2261233,https://doi.org/10.1080/0028825X.1989.10414121,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirsium vulgare,beck_2006.csv,Denmark,56.066667,10.216667,Asterales,Asteraceae,Cirsium,Cirsium vulgare,NA,bisexual,hermaphrodite,low,quantitative,NA,6,NA,self_incompatible,michaux 1989,journal: new zealand journal of botany,https://doi.org/10.1080/0028825X.1989.10414121,NA,capitulum,yes,rhizomes,no,pale_purple,disk,actinomorphic,26,12,40,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,biennial,0.3,2,1.15,klinkhamer & de jong 1993; michaux 1989; NA; NA,journal: journal of ecology; journal: new zealand journal of botany; online: http://www.missouriplants.com; online: https://www.oardc.ohio-state.edu,10.2307/2261233,https://doi.org/10.1080/0028825X.1989.10414121,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirsium vulgare,beck_2006.csv,Denmark,56.066667,10.216667,Asterales,Asteraceae,Cirsium,Cirsium vulgare,NA,bisexual,hermaphrodite,low,quantitative,NA,6,NA,self_incompatible,michaux 1989,journal: new zealand journal of botany,https://doi.org/10.1080/0028825X.1989.10414121,NA,disc_floret,yes,rhizomes,no,pale_purple,tube,actinomorphic,0.5,NA,NA,30,25,35,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,biennial,0.3,2,1.15,klinkhamer & de jong 1993; michaux 1989; NA; NA,journal: journal of ecology; journal: new zealand journal of botany; online: http://www.missouriplants.com; online: https://www.oardc.ohio-state.edu,10.2307/2261233,https://doi.org/10.1080/0028825X.1989.10414121,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crepis paludosa,beck_2006.csv,Denmark,56.066667,10.216667,Asterales,Asteraceae,Crepis,Crepis paludosa,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,disc_floret,yes,rhizomes,NA,yellow,tube,actinomorphic,1,NA,NA,3.5,3,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.25,1,625,"duwe et al., 2017; harrap 2014; NA",journal: conservation genetics; book: harrap's ild flowers; NA,https://doi.org/10.1007/s10592-017-1025-8,ISBN: 1408189879,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crepis paludosa,beck_2006.csv,Denmark,56.066667,10.216667,Asterales,Asteraceae,Crepis,Crepis paludosa,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ray_floret,yes,rhizomes,NA,yellow,exposed,actinomorphic,3,NA,NA,15,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.25,1,625,"duwe et al., 2017; harrap 2014; NA",journal: conservation genetics; book: harrap's ild flowers; NA,https://doi.org/10.1007/s10592-017-1025-8,ISBN: 1408189879,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crepis paludosa,beck_2006.csv,Denmark,56.066667,10.216667,Asterales,Asteraceae,Crepis,Crepis paludosa,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capitulum,yes,rhizomes,NA,yellow,campanulate,actinomorphic,20,15,25,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.25,1,625,"duwe et al., 2017; harrap 2014; NA",journal: conservation genetics; book: harrap's ild flowers; NA,https://doi.org/10.1007/s10592-017-1025-8,ISBN: 1408189879,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filipendula ulmaria,beck_2006.csv,Denmark,56.066667,10.216667,Rosales,Rosaceae,Filipendula,Filipendula ulmaria,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,yes,rhizomes,NA,white,disk,actinomorphic,6.5,5,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.5,1.2,0.85,NA,online: http://www.luontoportti.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galium palustre,beck_2006.csv,Denmark,56.066667,10.216667,Gentianales,Rubiaceae,Galium,Galium palustre,NA,bisexual,hermaphrodite,low,qualitative,NA,NA,NA,self_incompatible,apelgren & lernstal 1991,journal: nordic journal of botany,https://doi.org/10.1111/j.1756-1051.1991.tb02100.x,NA,flower,yes,"rhizomes, runners",NA,white,bowl,actinomorphic,4,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,herb,perennial,0.1,0.5,0.3,apelgren & lernstal 1991; les 2017; NA,"journal: nordic journal of botany; book: aquatic dycotiledons of north america: ecology, life history and systematics; online: http://www.zoneumidetoscane.it",https://doi.org/10.1111/j.1756-1051.1991.tb02100.x,ISBN: 9781482225020,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geranium robertianum,beck_2006.csv,Denmark,56.066667,10.216667,Geraniales,Geraniaceae,Geranium,Geranium robertianum,NA,bisexual,hermaphrodite,high,quantitative,88,NA,24,self_compatible,bertin 2001,journal: rhodora,NA,NA,flower,NA,NA,NA,pink,campanulate,actinomorphic,17.5,15,20,10.5,NA,NA,NA,20,15,25,NA,NA,10,NA,NA,NA,NA,herb,annual_biennial,0.1,0.5,0.3,tofts 2004; NA; bertin 2001; NA,journal: journal of ecology; online: http://www.luontoportti.com; journal: rhodora; online: https://eflora.neocities.org/,https://doi.org/10.1111/j.0022-0477.2004.00892.x,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geum rivale,beck_2006.csv,Denmark,56.066667,10.216667,Rosales,Rosaceae,Geum,Geum rivale,NA,bisexual,hermaphrodite,low,quantitative,13.2,NA,36,partially_self_incompatible,"ruhsam, hollingsworth & ennos",journal: heredity,10.1038/hdy.2011.9,NA,flower,yes,rhizomes,no,yellowish_red,campanulate,actinomorphic,12.5,10,15,11,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,herb,perennial,0.25,0.5,425,"ruhsam et al., 2010; NA; taylor 1995; NA",journal: biological journal of the linnean society; online: http://www.luontoportti.com; journal: journal of ecology; online: http://beta.floranorthamerica.org/,https://doi.org/10.1111/j.1095-8312.2010.01552.x,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lathyrus montanus,beck_2006.csv,Denmark,56.066667,10.216667,Fabales,Fabaceae,Lathyrus,Lathyrus linifolius,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,yes,rhizomes,NA,lilac,papilionaceous,zygomorphic,11,NA,NA,13,10,16,NA,4,3,5,NA,NA,9.36,NA,NA,NA,NA,herb,perennial,0.15,0.6,375,NA; hatfield 2007; NA; NA,online: http://www.luontoportti.com; book: hatfield¬¥s herbal : the curious stories of britain¬¥s wild plants; online: https://www.asturnatura.com/; journal: plosone,NA,ISBN: 9780140515770,NA,https://doi.org/10.1371/journal.pone.0201175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lathyrus pratensis,beck_2006.csv,Denmark,56.066667,10.216667,Fabales,Fabaceae,Lathyrus,Lathyrus pratensis,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,yes,rhizomes,NA,yellow,papilionaceous,zygomorphic,13,NA,NA,13,10,16,NA,3.9,3.3,4.5,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.25,1.2,725,"phillips et al., 2018; NA; NA",journal: global change biology; online: http://www.luontoportti.com; online: https://www.floravascular.com/,https://doi.org/10.1111/gcb.14130,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
