Period,Site,NetworkID,Insect code,Alstonia macrophylla,Aphloia theiformis,Campnosperma seychellarum,Canthium bibracteatum,Chrysobalanus icaco,Cinnamomum verum,Colea seychellarum,Craterispermum microdon,Deckenia nobilis,Dillenia ferruginea,Dillenia suffruticosa,Diospyros seychellarum,Dracaena reflexa,Erythroxylum sechellarum,Euphorbia pyrifolia,Excoecaria benthiamiana,Gastonia crassa,Glionnetia sericea,Ixora pudica,Medusagyne oppositifolia,Melastoma malabathricum,Memecylon eleagni,Mimusops sechellarum,Nepenthes pervillei,Nephrosperma vanhoutteanum,Northea hornei,Ochna kirkii,Paragenipa wrightii,Paraserianthes falcataria,Phoenicophorium borsigianum,Pittosporum senacia,Premna serratifolia,Psidium cattleianum,Psychotria pervillei,Roscheria melanochaetes,Soulamea terminaloides,Syzygium wrightii,Timonius sechellensis
Mar-08,Tro,Tro7,J27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,
Mar-08,Tro,Tro7,J29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,
Mar-08,Tro,Tro7,J37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
Mar-08,Tro,Tro7,Phelsuma,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
Mar-08,Tro,Tro7,Polistes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Tro,Tro7,Skink,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
Mar-08,Tro,Tro7,Sunbird,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Mar-08,Tro,Tro7,T16,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
Mar-08,Tro,Tro7,T17,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Mar-08,Tro,Tro7,T42,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-08,Tro,Tro7,T5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Mar-08,Tro,Tro7,No visitors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Apr-08,Ber,Ber8,C10,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
Apr-08,Ber,Ber8,C12,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Apr-08,Ber,Ber8,C14,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
Apr-08,Ber,Ber8,C29,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Apr-08,Ber,Ber8,C3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Ber,Ber8,C39,,,,11,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Apr-08,Ber,Ber8,C40,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,
Apr-08,Ber,Ber8,C44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,
Apr-08,Ber,Ber8,C45,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,
Apr-08,Ber,Ber8,C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Apr-08,Ber,Ber8,C60,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Ber,Ber8,C62,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Apr-08,Ber,Ber8,C9,,,,,,,,,,,,,,11,,,,,,,,2,,,16,,,6,,9,,,,,,,,
Apr-08,Ber,Ber8,HB,,,,1,,,,,,,,,,17,,,,,,,,9,,,27,,,4,,6,,,,,,,,
Apr-08,Ber,Ber8,J20,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Apr-08,Ber,Ber8,Phelsuma,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,
Apr-08,Ber,Ber8,Polistes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Apr-08,Ber,Ber8,T44,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,
Apr-08,Ber,Ber8,T46,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Apr-08,Ber,Ber8,T5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
Apr-08,Cas,Cas8,C10,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,3,,,,,,,,,,
Apr-08,Cas,Cas8,C12,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,
Apr-08,Cas,Cas8,C14,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,,,,,,,,
Apr-08,Cas,Cas8,C3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Cas,Cas8,C45,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,
Apr-08,Cas,Cas8,C46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Apr-08,Cas,Cas8,C51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Apr-08,Cas,Cas8,C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Apr-08,Cas,Cas8,C60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Apr-08,Cas,Cas8,C62,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,
Apr-08,Cas,Cas8,C9,,,,,,,,,,,,,,11,,,,,,,,5,,,59,1,,12,,26,9,,,,,,,
Apr-08,Cas,Cas8,HB,,,,,,,1,,,,,,,,,,,,,,,,,,11,9,,,,1,1,,,,,,,
Apr-08,Cas,Cas8,J20,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Apr-08,Cas,Cas8,Phelsuma,,,,,,,1,,,,,,,,,,,,,,,,,,2,5,,1,,,,,,,,,,
Apr-08,Cas,Cas8,Skink,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Apr-08,Cas,Cas8,Sunbird,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,
Apr-08,Cas,Cas8,T30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Apr-08,Cas,Cas8,T44,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
Apr-08,Cas,Cas8,T46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
Apr-08,Cas,Cas8,T5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,,,
Apr-08,Cop,Cop8,C10,,,,,,,,,,,,,,8,,,,,,,,,,,,,,1,,,,,,,,,,
Apr-08,Cop,Cop8,C14,,,,,,,,,,2,,3,,,,,,,,,,,,,,1,,,,,,,,,,3,,
Apr-08,Cop,Cop8,C3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Cop,Cop8,C34,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Cop,Cop8,C4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Cop,Cop8,C45,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,
Apr-08,Cop,Cop8,C6,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,
Apr-08,Cop,Cop8,C62,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,1,,
Apr-08,Cop,Cop8,C9,,,,,,,,5,,6,,7,,7,,,,,,,,6,,,30,,,11,,,,,,,,,1,
Apr-08,Cop,Cop8,HB,,,,,,,,15,,11,,1,,3,,4,,,,,,5,,,29,19,,5,,,,,,,,,,
Apr-08,Cop,Cop8,J20,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Apr-08,Cop,Cop8,Phelsuma,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,3,
Apr-08,Cop,Cop8,Skink,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Apr-08,Cop,Cop8,Sunbird,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,13,
Apr-08,Cop,Cop8,T17,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
Apr-08,Cop,Cop8,T27,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Apr-08,Cop,Cop8,T28,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Cop,Cop8,T44,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,1,,
Apr-08,Cop,Cop8,T46,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Apr-08,Res,Res8,C10,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,
Apr-08,Res,Res8,C12,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Apr-08,Res,Res8,C14,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,
Apr-08,Res,Res8,C3,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
Apr-08,Res,Res8,C35,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Apr-08,Res,Res8,C39,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Apr-08,Res,Res8,C4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Res,Res8,C45,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
Apr-08,Res,Res8,C60,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Res,Res8,C62,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Apr-08,Res,Res8,C9,,,,12,,,,,,,,,,17,,,,,,,,,,,31,,,13,,,,2,,,,,,
Apr-08,Res,Res8,HB,,,,11,,,,,,,,,,9,,,,,,,,,,,29,,,6,,,,,,,,,,
Apr-08,Res,Res8,J20,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Res,Res8,Phelsuma,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Apr-08,Res,Res8,T16,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Res,Res8,T42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
Apr-08,Res,Res8,T44,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Apr-08,Res,Res8,Xylocopa,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
Apr-08,Tea,Tea8,bee_sp1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Tea,Tea8,C10,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,
Apr-08,Tea,Tea8,C12,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,
Apr-08,Tea,Tea8,C14,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,5,1,,,,,,,
Apr-08,Tea,Tea8,C39,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,5,,,,,,,
Apr-08,Tea,Tea8,C4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Apr-08,Tea,Tea8,C40,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Tea,Tea8,C44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Apr-08,Tea,Tea8,C45,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,
Apr-08,Tea,Tea8,C6,,,,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,,,,
Apr-08,Tea,Tea8,C62,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,
Apr-08,Tea,Tea8,C9,,,,,1,,,,,11,,,,18,,,,,,,,,,,27,,,15,,5,6,,,,,,,
Apr-08,Tea,Tea8,HB,,,,,60,,,,,18,,,,15,,,,,,,,,,,22,7,,14,,2,49,,,,,,,
Apr-08,Tea,Tea8,J20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Apr-08,Tea,Tea8,J26,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Apr-08,Tea,Tea8,Phelsuma,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,1,,1,,,,,,,,
Apr-08,Tea,Tea8,Polistes,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Tea,Tea8,Skink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Apr-08,Tea,Tea8,Sunbird,,,,,3,,,,,2,,,,,,,,,,,,,,,,10,,2,,,1,,,,,,,
Apr-08,Tea,Tea8,T16,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,9,,,,,,,
Apr-08,Tea,Tea8,T19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Apr-08,Tea,Tea8,T27,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Apr-08,Tea,Tea8,T31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Apr-08,Tea,Tea8,T42,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Tea,Tea8,T43,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Tea,Tea8,T44,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Apr-08,Tea,Tea8,T5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,
Apr-08,Tro,Tro8,bee_hawkmoth,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Tro,Tro8,C10,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,
Apr-08,Tro,Tro8,C3,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Tro,Tro8,C4,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Apr-08,Tro,Tro8,C45,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
Apr-08,Tro,Tro8,C6,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
Apr-08,Tro,Tro8,C9,,,,,,,,,,1,,,,10,,,,,,,,1,,,15,,,8,,,,,,,,,,
Apr-08,Tro,Tro8,HB,,,,5,16,,,,,2,,,,6,,,25,,,,,,,2,13,,,9,,,,,,,,,,
Apr-08,Tro,Tro8,Phelsuma,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
Apr-08,Tro,Tro8,Polistes,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Tro,Tro8,T19,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Apr-08,Tro,Tro8,T42,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Apr-08,Tro,Tro8,T43,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-08,Tro,Tro8,T46,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
